Unnamed: 0,job,location,date,company,country
21,"Senior Software Engineer – iOS (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Get Hired,egypte
22,Network Manager,"Le Caire, Égypte Sur site",Il y a 1 semaine,The American University in Cairo,egypte
23,Philosophy Faculty Positions (Open),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Agoda,egypte
24,"Lead/Staff Software Engineer – iOS (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,,egypte
0,Adjunct Faculty - Public Policy and Administration (MPA),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo,egypte
1,Head of Offline Sales,"Le Caire, Le Caire, Égypte",Il y a 5 jours,Jumia Group,egypte
2,Head Of Planning & Performance - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 5 jours,Jumia Group,egypte
3,Adjunct Faculty - Computer Science and Engineering,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,The American University in Cairo,egypte
4,Sales Representative,"Le Caire, Égypte Sur site",Il y a 3 jours,The American University in Cairo,egypte
5,Solutions Architect,"Le Caire, Égypte Sur site",Il y a 4 jours,Agoda,egypte
6,Associate/Professor of Practice in Finance and CIB Endowed Chair,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,Souq.com,egypte
7,"Senior Analyst, Partner Communications(Bangkok based, Relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,The American University in Cairo,egypte
8,Senior Area Manager,"Le Caire, Le Caire, Égypte Sur site",Il y a 5 jours,The American University in Cairo,egypte
9,Philosophy Faculty Positions (Analytic Philosophy and Logic),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo,egypte
10,Philosophy Faculty Positions (Arab and Islamic Philosophy),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
11,Mechanical Engineering,"Le Caire, Le Caire, Égypte Sur site",Il y a 4 mois,Jumia Group,egypte
12,Technical Agile Coach - Jumia ( Full Time ) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 2 semaines,Agoda,egypte
13,Senior Java Software Engineer - Jumia (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 1 mois,Pioneers Solutions,egypte
14,"Senior Software Engineer – Android (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Canonical,egypte
15,مسئولة مبيعات,"Menufeya, Égypte Sur site",Il y a 6 jours,The American University in Cairo,egypte
16,Social Media Manager,"Le Caire, Le Caire, Égypte À distance",Il y a 4 semaines,JobnetAfrica,egypte
17,Adjunct Faculty - Public Policy and Administration (MGA),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Agoda,egypte
18,Business Development Specialist,"Le Caire, Égypte Sur site",Il y a 2 semaines,The American University in Cairo,egypte
19,"Senior Software Engineer – Android (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
20,Assistant/Associate Professor in Integrated Marketing Communication (IMC),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Agoda,egypte
21,"Lead/Staff Software Engineer – Android (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,ELSEWEDY ELECTRIC,egypte
22,"Lead/Staff Software Engineer – Android (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
23,Mechanical Maintenance Engineer,"10th of Ramadan, Est, Égypte Sur site",Il y a 3 semaines,,egypte
24,"Lead/Staff Software Engineer – Android (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,,egypte
0,"Associate Prof of Practice, Center for Learning and Teaching","Le Caire, Le Caire, Égypte Sur site",Il y a 2 mois,The American University in Cairo,egypte
1,ARTS: Associate Professor/Professor of Practice in Film making,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,The American University in Cairo,egypte
2,Performance Management Specialist,"Le Caire, Égypte Sur site",Il y a 3 semaines,Jumia Group,egypte
3,Regional Delivery Experience Manager - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Canonical,egypte
4,Director of Communications,"Le Caire, Le Caire, Égypte À distance",Il y a 1 semaine,Trans Business For Trading & Distribution,egypte
5,Senior Talent Acquisition Specialist,"Gizeh, Gizeh, Égypte Sur site",Il y a 1 jour,Agoda,egypte
6,"Senior Software Engineer – Android (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,The American University in Cairo,egypte
7,Adjunct Faculty - Mathematics and Actuarial Science,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,The American University in Cairo,egypte
8,Professor of Practice in Management,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,ELSEWEDY ELECTRIC,egypte
9,Production Manager – Steel Fabrication.,"Suez, Suez, Égypte Sur site",Il y a 2 jours,The American University in Cairo,egypte
10,Associate Professor/Professor of Studio Practices in Visual Arts,"Le Caire, Le Caire, Égypte Sur site",Il y a 4 semaines,The American University in Cairo,egypte
11,Adjunct Faculty - Television Journalism,"Le Caire, Le Caire, Égypte Sur site",Il y a 5 mois,Eli Lilly and Company,egypte
12,North Africa Alliance Regulatory Associate,"Le Caire, Le Caire, Égypte",Il y a 2 semaines,500 Global,egypte
13,Portfolio Manager,"Le Caire, Le Caire, Égypte",Il y a 1 semaine,The American University in Cairo,egypte
14,Adjunct Faculty - Public Policy and Administration (MPP),"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo,egypte
15,Consultancy in the execution of the project Enabling implementation of the Regional Strategic Action,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,Jumia Group,egypte
16,MACT: Statistics faculty Positions,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,Jumia Group,egypte
17,Java Team Lead - Jumia (Full Time) - Alexandria,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 3 semaines,The American University in Cairo,egypte
18,Category Marketing Manager - JumiaPay (Full Time),"Le Caire, Le Caire, Égypte",Il y a 3 jours,Antal International,egypte
19,Adjunct Faculty - PHIL Philosophical Thinking,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Extreme Medical L.L.C.,egypte
20,Human Resources Business Partner,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,The American University in Cairo,egypte
21,Sales Marketing Executive,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,CORTEX International,egypte
22,Adjunct Faculty - Psychology,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,Agoda,egypte
23,Business Development Manager,"Le Caire, Égypte Sur site",Il y a 5 jours,,egypte
24,"Senior Ops Specialist/Associate Manager, Partner Communications: (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,,egypte
0,"Cyber Security Analyst (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda,egypte
1,"Analyst, Marketing Innovation (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
2,"Cyber Security Analyst (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda,egypte
3,"Test Specialist, Aurea Software (Remote) - $20,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
4,"Senior Data Analyst (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda,egypte
5,Product Manager - Oncology,"Le Caire, Le Caire, Égypte Sur site","Il y a 11 heures

                Au cours des 24 dernières heures",Amgen,egypte
6,"Analyst, Marketing Innovation (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
7,"Financial Analyst, Trilogy (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
8,"People BI Specialist (Bangkok Based, Relocation Provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda,egypte
9,"Analyst, Marketing Innovation (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
10,"Content Analyst(Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
11,"Content Analyst(Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
12,"Senior Data Analyst (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda,egypte
13,"Content Analyst(Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
14,"Analyst, Pulse Marketing (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
15,"People BI Specialist (Bangkok Based, Relocation Provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda,egypte
16,"Analyst (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
17,"Senior Data Analyst (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda,egypte
18,Candidate Specialist,"Alexandrie, Alexandrie, Égypte À distance",Il y a 1 semaine,Circle,egypte
19,"Analyst, Pulse Marketing (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
20,Human Resources Coordinator,"Le Caire, Égypte Sur site","Il y a 11 heures

                Au cours des 24 dernières heures",Crown Concepts Group,egypte
21,"Analyst, Pulse Marketing (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
22,"Application Support Engineer, Trilogy (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
23,"Analyst (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
24,"Bookkeeper, Trilogy (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
0,"Wanted to work - Aviation employee with experience in (Galileo) ,to work of reissue and tickets refund . - Representative.  Please send your CV for these specialties only to info@travel-pegasus.com ki","Qesm 1st Nasser City, Le Caire, Égypte Hybride",Il y a 4 semaines,Travel Pegasus,egypte
1,"Analyst (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
2,Back End Team – Engineer (Bangkok based – Relocation provided),"Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
3,Marketing Executive,"Nouveau Caire, Le Caire, Égypte Sur site","Il y a 5 heures

                Au cours des 24 dernières heures",JAKAMEN Egypt,egypte
4,"Technical Support Engineer, Trilogy (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
5,"Senior Analyst (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda,egypte
6,"Analyst (Business Intelligence) – Supply Strategy and Optimisation (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
7,Back End Team – Engineer (Bangkok based – Relocation provided),"Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
8,"Analyst (Business Intelligence) – Supply Strategy and Optimisation (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
9,"Business Support Assistant - Operational Information Management (SSA, L5), Cairo, Egypt","Le Caire, Égypte Sur site",Il y a 2 semaines,World Food Programme,egypte
10,Projects Order Booking Admin,"Le Caire, Le Caire, Égypte Sur site",Il y a 2 semaines,KONE,egypte
11,"Analyst (Business Intelligence) – Supply Strategy and Optimisation (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
12,Back End Team – Engineer (Bangkok based – Relocation provided),"Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
13,"Senior Analyst (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda,egypte
14,Financial Manager,"Le Caire, Égypte Sur site","Il y a 11 heures

                Au cours des 24 dernières heures",Network Recruitment,egypte
15,Project Manager,"New Heliopolis, Le Caire, Égypte Sur site",Il y a 1 semaine,Honeywell,egypte
16,"Senior Analyst (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda,egypte
17,PHP Tech Lead,"Le Caire, Égypte Hybride",Il y a 1 mois,Jumia Group,egypte
18,"Analyst/ Sr Analyst, Marketing (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Agoda,egypte
19,Database Administrator,"Le Caire, Égypte Sur site",Il y a 1 semaine,Ansme,egypte
20,Venture Portfolio Platform Manager,"Alexandrie, Alexandrie, Égypte À distance",Il y a 5 jours,Circle,egypte
21,Storage Administrator,"Le Caire, Le Caire, Égypte Sur site",Il y a 2 semaines,Publicis Media,egypte
22,"Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
23,"Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
24,"Software Quality Assurance Engineer, Virtasant (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
0,"Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
1,"Analyst- Supply Insights (Bangkok based, Relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
2,"Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
3,"Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
4,"Project Manager, Aurea Software (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
5,"Software Test Engineer, Virtasant (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
6,Billing Specialist/Bookkeeping (FT),"Nouveau Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Hub2Home,egypte
7,"Analyst/ Sr Analyst, Marketing (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 1 semaine,Agoda,egypte
8,"Analyst- Supply Insights (Bangkok based, Relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
9,"Lead/ Staff Front End Engineer – Data Experience Team (Bangkok based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
10,"Accounting Specialist, Trilogy (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
11,Product Owner - Jumia Shop (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Jumia Group,egypte
12,"Analyst/ Sr Analyst, Marketing (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 1 semaine,Agoda,egypte
13,"Director of Information Technology, Trilogy (Remote) - $200,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
14,Library: Information and Digital Literacy Coordinator,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,The American University in Cairo,egypte
15,"Accountant, Trilogy (Remote) - $60,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Crossover for Work,egypte
16,"Analyst- Supply Insights (Bangkok based, Relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
17,Permanent Nanny Jobs Available,"Alexandrie, Alexandrie, Égypte Sur site",Il y a 1 semaine,Jumia Group,egypte
18,Senior Data Scientist - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 3 mois,Agoda,egypte
19,"Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Jumia Group,egypte
20,Regional Operations Data Analyst- Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Circle,egypte
21,Senior Content Marketing Specialist,"Alexandrie, Alexandrie, Égypte À distance",Il y a 1 semaine,Honeywell,egypte
22,Sr. Project Manager,"New Heliopolis, Le Caire, Égypte Sur site","Il y a 21 heures

                Au cours des 24 dernières heures",Agoda,egypte
23,"Analyst & Senior Analyst- Marketing (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Jumia Group,egypte
24,Golang Developer,"Le Caire, Égypte Hybride",Il y a 1 mois,,egypte
0,Lead Data Scientist - Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 3 mois,Jumia Group,egypte
1,"Analyst & Senior Analyst- Marketing (Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
2,Telesales Agent,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 semaine,CIPPO,egypte
3,School Integration Teacher,"Le Caire, Égypte Sur site",Il y a 1 semaine,OLX Egypt,egypte
4,Technical Recruiter,"Nouveau Caire, Le Caire, Égypte Hybride",Il y a 1 mois,Agoda,egypte
5,Engineering Manager in Back End (Bangkok based),"Le Caire, Le Caire, Égypte",Il y a 1 semaine,Jumia Group,egypte
6,Product Owner- Jumia Food Logistics (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 1 mois,Agoda,egypte
7,Engineering Manager in Back End (Bangkok based),"Gizeh, Gizeh, Égypte",Il y a 1 semaine,Crossover for Work,egypte
8,"Software Engineer, Trilogy (Remote) - $30,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Agoda,egypte
9,"Analyst & Senior Analyst- Marketing (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
10,Engineering Manager in Back End (Bangkok based),"Alexandrie, Alexandrie, Égypte",Il y a 1 semaine,Crossover for Work,egypte
11,"Financial Controller, Trilogy (Remote) - $100,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Agoda,egypte
12,"Analyst & Senior Analyst- Marketing (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
13,"Senior Analyst- Customer Experience Group(Bangkok Based, relocation provided)","Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Circle,egypte
14,"Venture Senior Associate, SeedInvest","Alexandrie, Alexandrie, Égypte À distance",Il y a 1 semaine,Jumia Group,egypte
15,Product Owner- Jumia Pay (Full Time) - Cairo,"Le Caire, Le Caire, Égypte Sur site",Il y a 2 semaines,Agoda,egypte
16,Back End Engineer (Search),"Gizeh, Gizeh, Égypte",Il y a 2 semaines,Agoda,egypte
17,Back End Engineer (Search),"Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Jumia Group,egypte
18,Junior Talent Acquisition Specialist - Jumia (Full Time) - Cairo,"Alexandrie, Alexandrie, Égypte",Il y a 2 semaines,Agoda,egypte
19,"Analyst & Senior Analyst- Marketing (Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,The American University in Cairo,egypte
20,Assistant/Associate/Professor of Finance,"Le Caire, Le Caire, Égypte Sur site",Il y a 3 mois,Agoda,egypte
21,"Senior Analyst- Customer Experience Group(Bangkok Based, relocation provided)","Gizeh, Gizeh, Égypte",Il y a 2 semaines,Confidential,egypte
22,DevOps Engineer,Égypte À distance,Il y a 1 jour,Crossover for Work,egypte
23,"Software Architect, Trilogy (Remote) - $200,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Jumia Group,egypte
24,Sales Operations Support - JumiaPay (Full Time),"Le Caire, Le Caire, Égypte",Il y a 3 jours,,egypte
0,Java / SpringBoot Software Engineer,"El Gouna, Mer Rouge, Égypte",Il y a 2 semaines,TreviPay,egypte
1,"Analyst & Senior Analyst- Marketing (Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
2,Back End Engineer (Search),"Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
3,Wordpress Developer,"Al Mansoura, Dakhleya, Égypte Sur site",Il y a 3 semaines,Geexar,egypte
4,Regional Head of Product for Operations – Jumia (Full Time),"Le Caire, Le Caire, Égypte",Il y a 1 mois,Jumia Group,egypte
5,"Senior Analyst- Customer Experience Group(Bangkok Based, relocation provided)","Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
6,Sales Engineer,"Le Caire, Égypte Sur site","Il y a 7 heures

                Au cours des 24 dernières heures",Agoda,egypte
7,Back End Senior Software Engineer,"Le Caire, Le Caire, Égypte",Il y a 2 semaines,Agoda,egypte
8,Back End Senior Software Engineer,"Gizeh, Égypte",Il y a 2 semaines,TreviPay,egypte
9,Fullstack Technical Lead,"El Gouna, Mer Rouge, Égypte Sur site",Il y a 2 semaines,Crossover for Work,egypte
10,"Corporate Controller, Trilogy (Remote) - $100,000/year USD","Le Caire, Le Caire, Égypte À distance",Il y a 1 jour,Jumia Group,egypte
